Location (coordinates),Water body,Location Name,Date,Season,Observers,Start time,End time,"Transect location (RB, LB)",Canopy Cover (0 to 1 ratio),Temperature (°C),pH,Conductivity (mS/cm),Salinity,TDS g/L,DO %,DO mg/L,Riffle,Pool,Glide,Run,Cover (area) [m^2],# individuals,Aquatic plant species,"Emergent, submergent or floating?",Depth (m),Velocity (m/s),Substrate size (mm)
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,0.3,NA,Lunularia spp.,emergent,0.1,0.0517,190
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,0.1,1,annual grass,emergent,0.1,0.0517,190
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,1,Scirpus microcarpus,emergent,0.1,0.0517,190
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,0.1,NA,Lunularia spp.,emergent,0.28,0.1578,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,1,Oenanthe sarmentosa,emergent,0.28,0.1578,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,2,Persicaria punctata,emergent,0.28,0.1578,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,1,Scirpus microcarpus,emergent,0.28,0.1578,22.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,2.4,NA,Lemna spp. ,floating,0.26,0.0937,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,2,Scirpus microcarpus,emergent,0.26,0.0937,90
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,11.2,15,Scirpus microcarpus,emergent,0.42,0.0114,32
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,26.6,49,Persicaria punctata,emergent,0.42,0.0114,32
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",2:30 PM,3:25 PM,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,,1,Nasturtium officinale,emergent,0.24,0.019,32
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,1.4,13,Equisetum arvense,emergent,0.1,-0.0008,130
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,1,Carex species B,emergent,NA,NA,1200
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,3,Equisetum arvense,emergent,0.06,0.0336,2
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,2,Carex species B,emergent,0.34,0.0024,64
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,1.8,13,Equisetum arvense,emergent,0.18,0,32
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,1,Carex species B,emergent,0.18,0,32
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,1,Veronica americana,emergent,0.08,0.0007,128
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,2,Carex species B,emergent,0.08,0.0034,45
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,4.4,13,Carex species B,emergent,NA,NA,45
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,3,Equisetum arvense,emergent,NA,NA,45
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,6,annual grass,emergent,NA,NA,160
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,1,Carex species B,emergent,NA,NA,160
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07 AM,12:10 PM,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,,1,Carex species B,emergent,0.1,-0.0021,250
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10 PM,12:34 PM,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,,2,Carex species B,emergent,NA,NA,64
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10 PM,12:34 PM,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,2.2,6,Carex species B,emergent,0.14,0.0115,8
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10 PM,12:34 PM,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,,1,Veronica anagallis-aquatica,emergent,0.12,-0.0039,32
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10 PM,12:34 PM,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,2.8,6,Carex species B,emergent,NA,NA,32
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10 PM,12:34 PM,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,,1,Veronica americana,emergent,0.16,0.0008,2
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25 AM,12:19 PM,MID,1,11.54,7.57,0.500,0.33,0.438,46.8,5.08,1,99,0,0,,1,Juncus effusus,emergent,NA,NA,32
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25 AM,12:19 PM,MID,1,11.54,7.57,0.500,0.33,0.438,46.8,5.08,1,99,0,0,,1,Juncus effusus,emergent,NA,NA,130
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25 AM,12:19 PM,MID,1,11.54,7.57,0.500,0.33,0.438,46.8,5.08,1,99,0,0,,1,Veronica anagallis-aquatica,emergent,NA,NA,90
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25 AM,12:19 PM,MID,1,11.54,7.57,0.500,0.33,0.438,46.8,5.08,1,99,0,0,,1,Equisetum arvense,emergent,0.11,-0.0004,2
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25 AM,12:19 PM,MID,1,11.54,7.57,0.500,0.33,0.438,46.8,5.08,1,99,0,0,,1,Equisetum arvense,emergent,0.04,-0.0001,130
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25 AM,12:19 PM,MID,1,11.54,7.57,0.500,0.33,0.438,46.8,5.08,1,99,0,0,,1,annual grass,emergent,0.12,0.001,45
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,19,NA,Veronica anagallis-aquatica,emergent,0.42,0.0058,16
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,12.6,NA,Veronica anagallis-aquatica,emergent,0.22,0.0243,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,2,Veronica anagallis-aquatica,emergent,0.24,0.0021,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,8.8,37,Veronica anagallis-aquatica,emergent,0.12,0.0028,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,12,Veronica anagallis-aquatica,emergent,0.1,0.0026,11
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,1,Mentha aquatica,emergent,0.1,0.0026,11
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,11,Veronica anagallis-aquatica,emergent,0.22,0.0155,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,1,Mentha aquatica,emergent,0.22,0.0155,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,1,Nasturtium officinale,submergent,0.22,0.0155,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,4,Veronica anagallis-aquatica,emergent,0.22,0.0004,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,17,Veronica anagallis-aquatica,emergent,0.29,0.0007,45
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,3,Veronica anagallis-aquatica,submergent,0.31,0.0002,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,11,Nasturtium officinale,emergent,0.31,0.0002,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,1,Mentha aquatica,emergent,0.31,0.0002,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,16.2,120,Veronica anagallis-aquatica,emergent,0.27,0.0124,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,2.9,NA,Lemna spp. ,floating,0.25,-0.0026,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,22,Nasturtium officinale,emergent,0.25,-0.0026,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,3,Mentha aquatica,emergent,0.25,-0.0026,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,,16,Veronica anagallis-aquatica,emergent,0.25,-0.0026,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36 AM,12:57 PM,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,4.2,52,Veronica anagallis-aquatica,emergent,0.28,-0.0077,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,9.2,79,Veronica anagallis-aquatica,emergent,0.05,-0.0019,8
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,23,annual grass,emergent,0.05,-0.0019,8
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,5,Nasturtium officinale,emergent,NA,NA,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,7.4,48,Veronica anagallis-aquatica,emergent,NA,NA,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,1,Mentha aquatica,emergent,NA,NA,22.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,10.6,49,Veronica anagallis-aquatica,emergent,NA,NA,5.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,0.6,90,Veronica anagallis-aquatica,emergent,0.05,0,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,12,Mentha aquatica,emergent,0.05,0,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,11,Equisetum arvense,emergent,0.05,0,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,5,Mentha aquatica,emergent,NA,NA,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,8,Nasturtium officinale,emergent,NA,NA,32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,7.8,80,Veronica anagallis-aquatica,emergent,0.06,0,11
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,2,5,Persicaria punctata,emergent,0.06,0,11
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,44.8,47,annual grass,emergent,0.06,0,11
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,15.6,77,Veronica anagallis-aquatica,emergent,0.1,0,8
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,3,Persicaria punctata,emergent,NA,NA,2.8
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,4.2,25,Mentha aquatica,emergent,0.11,0.0001,5.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,2.8,46,Veronica anagallis-aquatica,emergent,0.26,-0.0001,5.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,1,annual grass,emergent,0.26,-0.0001,5.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,16,104,Veronica anagallis-aquatica,emergent,0.34,0.0092,4
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,3.8,11,annual grass,emergent,0.24,0.0022,5.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,17,Schoenoplectus pungens,emergent,0.3,0.0039,8
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,3,Persicaria punctata,emergent,0.46,-0.0051,16
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,11,Schoenoplectus pungens,emergent,0.53,0.0035,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,0.1,NA,Lemna spp. ,floating,0.53,0.0035,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,3,26,Schoenoplectus pungens,emergent,0.53,0.0092,16
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,9.8,83,Veronica anagallis-aquatica,emergent,0.6,0.0019,<2
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",1:47 PM,3:21 PM,RB,0.2058823529,16.51,7.07,0.940,0.56,0.729,54,5.2,0,100,0,0,,4,Mentha aquatica,emergent,0.6,0.0262,11
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,7,32,Scirpus microcarpus,emergent,0.08,0.043,2.8
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,1,Nasturtium officinale,submergent,0.08,0.043,2.8
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,8.2,56,Scirpus microcarpus,emergent,0.1,0.3001,4
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,2,Nasturtium officinale,submergent,0.06,0.3383,5.6
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,4.6,32,Scirpus microcarpus,emergent,0.1,0.3408,2
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,5.6,45,Scirpus microcarpus,emergent,0.1,0.1556,4
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,5,24,Scirpus microcarpus,emergent,0.08,0.4158,8
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,6,Nasturtium officinale,emergent,0.08,0.1113,5.6
"36.4449710, -121.6732772",Tularcitos Creek,Tularcitos,10/25/2025,fall,"Audrey, Starre, Sachi",11:27 AM,1:42 PM,MID,0.9117647059,13.82,8.19,0.875,0.56,0.723,62.2,6.35,10,40,0,50,,3,Nasturtium officinale,submergent,0.06,0.2686,5.6
