location_coordinates,water_body,location_name,date,season,observers,start_time,end_time,transect_location_rb_lb,canopy_cover_0_to_1_ratio,temperature_c,p_h,conductivity_m_s_cm,salinity,tds_g_l,do_percent,do_mg_l,riffle,pool,glide,run,cover_area_m_2,number_individuals,aquatic_plant_species,emergent_submergent_or_floating,depth_m,velocity_m_s,substrate_size_mm,calc_stem_abundance_m2,final_abundance
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,2,Scirpus microcarpus,emergent,0.06,0.0107,128,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,1,Persicaria punctata,emergent,0.06,0.0107,128,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,3,Persicaria punctata,emergent,0.22,0.002,140,0.27,0.27
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,5.8,NA,Lemna spp.,floating,0.08,0.0541,90,NA,5.8
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,2,Persicaria punctata,emergent,NA,NA,64,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,2,Persicaria punctata,emergent,NA,NA,64,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,1,Persicaria punctata,emergent,0.18,0.0486,45,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,6.6,NA,Lemna spp.,floating,0.06,0.0001,90,NA,6.6
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,7.4,NA,Lemna spp.,floating,0.08,0.1557,120,NA,7.4
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,0.3,NA,Lunularia spp.,emergent,0.1,0.0517,190,NA,0.3
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,0.1,1,annual grass,emergent,0.1,0.0517,190,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,1,Scirpus microcarpus,emergent,0.1,0.0517,190,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,0.1,NA,Lunularia spp.,emergent,0.28,0.1578,22.6,NA,0.1
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,1,Oenanthe sarmentosa,emergent,0.28,0.1578,22.6,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,2,Persicaria punctata,emergent,0.28,0.1578,22.6,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,1,Scirpus microcarpus,emergent,0.28,0.1578,22.6,0.09,0.09
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,2.4,NA,Lemna spp.,floating,0.26,0.0937,90,NA,2.4
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,2,Scirpus microcarpus,emergent,0.26,0.0937,90,0.18,0.18
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,11.2,15,Scirpus microcarpus,emergent,0.42,0.0114,32,1.3499999999999999,1.3499999999999999
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,26.6,49,Persicaria punctata,emergent,0.42,0.0114,32,4.41,4.41
"36.4594290, -121.7969860",Garzas Creek,Lower Garzas (SLP),9/28/2025,fall,"Audrey, Malia Gavino, Sachi Uddin, Alma Street",14:30:00,15:25:00,LB,1,19.97,7.43,0.183,0.1,0.133,42.3,3.84,40,60,0,0,NA,1,Nasturtium officinale,emergent,0.24,0.019,32,0.09,0.09
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,1.4,13,Equisetum arvense,emergent,0.1,-0.0008,130,1.17,1.17
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,1,Carex species B,emergent,NA,NA,1200,0.09,0.09
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,3,Equisetum arvense,emergent,0.06,0.0336,2,0.27,0.27
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,2,Carex species B,emergent,0.34,0.0024,64,0.18,0.18
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,1.8,13,Equisetum arvense,emergent,0.18,0,32,1.17,1.17
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,1,Carex species B,emergent,0.18,0,32,0.09,0.09
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,1,Veronica americana,emergent,0.08,0.0007,128,0.09,0.09
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,2,Carex species B,emergent,0.08,0.0034,45,0.18,0.18
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,4.4,13,Carex species B,emergent,NA,NA,45,1.17,1.17
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,3,Equisetum arvense,emergent,NA,NA,45,0.27,0.27
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,6,annual grass,emergent,NA,NA,160,0.54,0.54
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,1,Carex species B,emergent,NA,NA,160,0.09,0.09
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",11:07:00,12:10:00,RB,0.8970588235,12.58,7.63,0.225,0.14,0.192,74.5,7.94,60,40,0,0,NA,1,Carex species B,emergent,0.1,-0.0021,250,0.09,0.09
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10:00,12:34:00,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,NA,2,Carex species B,emergent,NA,NA,64,0.18,0.18
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10:00,12:34:00,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,2.2,6,Carex species B,emergent,0.14,0.0115,8,0.54,0.54
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10:00,12:34:00,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,NA,1,Veronica anagallis-aquatica,emergent,0.12,-0.0039,32,0.09,0.09
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10:00,12:34:00,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,2.8,6,Carex species B,emergent,NA,NA,32,0.54,0.54
"36.425442, -121.746597",San Clemente Creek,SLP Water Monitoring Site,10/5/2025,fall,"Audrey, Malia, Henry, Sierra",12:10:00,12:34:00,LB,0.9264705882,12.75,7.99,0.226,0.14,0.192,82.2,8.54,60,40,0,0,NA,1,Veronica americana,emergent,0.16,0.0008,2,0.09,0.09
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25:00,12:19:00,MID,1,11.54,7.57,0.5,0.33,0.438,46.8,5.08,1,99,0,0,NA,1,Juncus effusus,emergent,NA,NA,32,0.09,0.09
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25:00,12:19:00,MID,1,11.54,7.57,0.5,0.33,0.438,46.8,5.08,1,99,0,0,NA,1,Juncus effusus,emergent,NA,NA,130,0.09,0.09
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25:00,12:19:00,MID,1,11.54,7.57,0.5,0.33,0.438,46.8,5.08,1,99,0,0,NA,1,Veronica anagallis-aquatica,emergent,NA,NA,90,0.09,0.09
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25:00,12:19:00,MID,1,11.54,7.57,0.5,0.33,0.438,46.8,5.08,1,99,0,0,NA,1,Equisetum arvense,emergent,0.11,-0.0004,2,0.09,0.09
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25:00,12:19:00,MID,1,11.54,7.57,0.5,0.33,0.438,46.8,5.08,1,99,0,0,NA,1,Equisetum arvense,emergent,0.04,-0.0001,130,0.09,0.09
"36.503514, -121.847878",Potrero Creek,Creek Walk Start,10/12/2025,fall,"Audrey, Malia, Sachi",11:25:00,12:19:00,MID,1,11.54,7.57,0.5,0.33,0.438,46.8,5.08,1,99,0,0,NA,1,annual grass,emergent,0.12,0.001,45,0.09,0.09
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,19,NA,Veronica anagallis-aquatica,emergent,0.42,0.0058,16,NA,19
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,12.6,NA,Veronica anagallis-aquatica,emergent,0.22,0.0243,22.6,NA,12.6
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,2,Veronica anagallis-aquatica,emergent,0.24,0.0021,32,0.18,0.18
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,8.8,37,Veronica anagallis-aquatica,emergent,0.12,0.0028,22.6,3.33,3.33
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,12,Veronica anagallis-aquatica,emergent,0.1,0.0026,11,1.08,1.08
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,1,Mentha aquatica,emergent,0.1,0.0026,11,0.09,0.09
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,11,Veronica anagallis-aquatica,emergent,0.22,0.0155,22.6,0.99,0.99
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,1,Mentha aquatica,emergent,0.22,0.0155,22.6,0.09,0.09
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,1,Nasturtium officinale,submergent,0.22,0.0155,22.6,0.09,0.09
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,4,Veronica anagallis-aquatica,emergent,0.22,0.0004,32,0.36,0.36
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,17,Veronica anagallis-aquatica,emergent,0.29,0.0007,45,1.53,1.53
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,3,Veronica anagallis-aquatica,submergent,0.31,0.0002,32,0.27,0.27
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,11,Nasturtium officinale,emergent,0.31,0.0002,32,0.99,0.99
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,1,Mentha aquatica,emergent,0.31,0.0002,32,0.09,0.09
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,16.2,120,Veronica anagallis-aquatica,emergent,0.27,0.0124,32,10.799999999999999,10.799999999999999
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,2.9,NA,Lemna spp.,floating,0.25,-0.0026,<2,NA,2.9
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,22,Nasturtium officinale,emergent,0.25,-0.0026,<2,1.98,1.98
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,3,Mentha aquatica,emergent,0.25,-0.0026,<2,0.27,0.27
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,NA,16,Veronica anagallis-aquatica,emergent,0.25,-0.0026,<2,1.44,1.44
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",10:36:00,12:57:00,LB,0.3382352941,13.7,7.12,0.582,0.37,0.482,41.9,4.32,0,85,15,0,4.2,52,Veronica anagallis-aquatica,emergent,0.28,-0.0077,<2,4.68,4.68
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,9.2,79,Veronica anagallis-aquatica,emergent,0.05,-0.0019,8,7.109999999999999,7.109999999999999
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,23,annual grass,emergent,0.05,-0.0019,8,2.07,2.07
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,5,Nasturtium officinale,emergent,NA,NA,22.6,0.44999999999999996,0.44999999999999996
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,7.4,48,Veronica anagallis-aquatica,emergent,NA,NA,22.6,4.32,4.32
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,1,Mentha aquatica,emergent,NA,NA,22.6,0.09,0.09
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,10.6,49,Veronica anagallis-aquatica,emergent,NA,NA,5.6,4.41,4.41
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,0.6,90,Veronica anagallis-aquatica,emergent,0.05,0,32,8.1,8.1
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,12,Mentha aquatica,emergent,0.05,0,32,1.08,1.08
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,11,Equisetum arvense,emergent,0.05,0,32,0.99,0.99
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,5,Mentha aquatica,emergent,NA,NA,32,0.44999999999999996,0.44999999999999996
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,8,Nasturtium officinale,emergent,NA,NA,32,0.72,0.72
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,7.8,80,Veronica anagallis-aquatica,emergent,0.06,0,11,7.199999999999999,7.199999999999999
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,2,5,Persicaria punctata,emergent,0.06,0,11,0.44999999999999996,0.44999999999999996
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,44.8,47,annual grass,emergent,0.06,0,11,4.2299999999999995,44.8
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,15.6,77,Veronica anagallis-aquatica,emergent,0.1,0,8,6.93,6.93
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,3,Persicaria punctata,emergent,NA,NA,2.8,0.27,0.27
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,4.2,25,Mentha aquatica,emergent,0.11,0.0001,5.6,2.25,2.25
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,2.8,46,Veronica anagallis-aquatica,emergent,0.26,-0.0001,5.6,4.14,4.14
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,1,annual grass,emergent,0.26,-0.0001,5.6,0.09,0.09
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,16,104,Veronica anagallis-aquatica,emergent,0.34,0.0092,4,9.36,9.36
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,3.8,11,annual grass,emergent,0.24,0.0022,5.6,0.99,3.8
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,17,Schoenoplectus pungens,emergent,0.3,0.0039,8,1.53,1.53
"36.5348937, -121.9097401",Carmel River,By Safeway Redo,10/19/2025,fall,"Audrey, Joie, Diego, Lilja",13:47:00,15:21:00,RB,0.2058823529,16.51,7.07,0.94,0.56,0.729,54,5.2,0,100,0,0,NA,3,Persicaria punctata,emergent,0.46,-0.0051,16,0.27,0.27
